node1,node2,topic_similarity,temporal_similarity
6782,6783,0.5969443147395477,-0.0323
6783,6782,0.5969443147395477,-0.0323
6782,6784,0.5969443147395477,-0.0323
6784,6782,0.5969443147395477,-0.0323
6783,6784,0.6199375516506934,-0.0323
6784,6783,0.6199375516506934,-0.0323
6785,6784,0.6543133711014942,-0.0464
6784,6785,0.6543133711014942,-0.0464
6786,6787,0.8857246117198402,-0.0464
6787,6786,0.8857246117198402,-0.0464
6786,6788,0.8857246117198402,-0.0464
6788,6786,0.8857246117198402,-0.0464
6786,6789,0.8857246117198402,-0.0464
6789,6786,0.8857246117198402,-0.0464
6786,6790,0.7685600951321878,-0.0464
6790,6786,0.7685600951321878,-0.0464
6787,6788,0.8241686686885685,0.1797
6788,6787,0.8241686686885685,0.1797
6787,6789,0.8241686686885685,0.1797
6789,6787,0.8241686686885685,0.1797
6787,6790,0.6748031612655881,0.1797
6790,6787,0.6748031612655881,0.1797
6788,6789,0.8395918291333997,-0.0727
6789,6788,0.8395918291333997,-0.0727
6788,6790,0.7198636482187005,-0.0727
6790,6788,0.7198636482187005,-0.0727
6789,6790,0.7163761976221562,-0.0323
6790,6789,0.7163761976221562,-0.0323
6791,6792,0.6706200711754877,-0.0438
6792,6791,0.6706200711754877,-0.0438
6793,6787,0.8678782271300561,-0.0842
6787,6793,0.8678782271300561,-0.0842
6786,6787,0.8857246117198402,-0.0464
6787,6786,0.8857246117198402,-0.0464
6786,6794,0.8403637704285871,-0.0464
6794,6786,0.8403637704285871,-0.0464
6787,6794,0.7730011845379667,0.1797
6794,6787,0.7730011845379667,0.1797
6795,6796,0.8362607610165994,-0.0323
6796,6795,0.8362607610165994,-0.0323
6795,6797,0.8362607610165994,-0.0323
6797,6795,0.8362607610165994,-0.0323
6796,6797,0.8362607610165994,-0.0323
6797,6796,0.8362607610165994,-0.0323
6782,6784,0.5969443147395477,-0.0323
6784,6782,0.5969443147395477,-0.0323
6787,6798,0.7375528788637471,0.1797
6798,6787,0.7375528788637471,0.1797
6799,6800,0.7351030509744959,-0.0323
6800,6799,0.7351030509744959,-0.0323
6799,6801,0.7351030509744959,-0.0323
6801,6799,0.7351030509744959,-0.0323
6799,6792,0.6459324479034042,-0.0323
6792,6799,0.6459324479034042,-0.0323
6800,6801,0.7351030509744959,-0.0323
6801,6800,0.7351030509744959,-0.0323
6800,6792,0.6459324479034042,-0.0323
6792,6800,0.6459324479034042,-0.0323
6801,6792,0.7679591148544449,-0.0323
6792,6801,0.7679591148544449,-0.0323
6784,6802,0.6938116991302492,-0.0323
6802,6784,0.6938116991302492,-0.0323
6803,6804,0.7033559123805492,-0.1114
6804,6803,0.7033559123805492,-0.1114
6803,6805,0.7033559123805492,-0.1114
6805,6803,0.7033559123805492,-0.1114
