node1,node2,topic_similarity,temporal_similarity
6436,6437,0.4975120589740002,-0.0323
6437,6436,0.4975120589740002,-0.0323
6436,6438,0.4975120589740002,-0.0323
6438,6436,0.4975120589740002,-0.0323
6436,6439,0.4975120589740002,-0.0323
6439,6436,0.4975120589740002,-0.0323
6437,6438,0.4975120589740002,-0.0323
6438,6437,0.4975120589740002,-0.0323
6437,6439,0.4975120589740002,-0.0323
6439,6437,0.4975120589740002,-0.0323
6438,6439,0.6574305358080089,-0.0323
6439,6438,0.6574305358080089,-0.0323
6436,6438,0.4975120589740002,-0.0323
6438,6436,0.4975120589740002,-0.0323
6436,6440,0.4975120589740002,-0.0323
6440,6436,0.4975120589740002,-0.0323
6436,6441,0.4954377235282461,-0.0323
6441,6436,0.4954377235282461,-0.0323
6436,6442,0.3428651780753341,0.5584
6442,6436,0.3428651780753341,0.5584
6436,6437,0.4975120589740002,-0.0323
6437,6436,0.4975120589740002,-0.0323
6438,6440,0.6574305358080089,-0.0323
6440,6438,0.6574305358080089,-0.0323
6438,6441,0.5368727074598028,-0.0323
6441,6438,0.5368727074598028,-0.0323
6438,6442,0.4223030212304,0.5584
6442,6438,0.4223030212304,0.5584
6438,6437,0.6574305358080089,-0.0323
6437,6438,0.6574305358080089,-0.0323
6440,6441,0.5368727074598028,-0.0323
6441,6440,0.5368727074598028,-0.0323
6440,6442,0.4223030212304,0.5584
6442,6440,0.4223030212304,0.5584
6440,6437,0.6574305358080089,-0.0323
6437,6440,0.6574305358080089,-0.0323
6441,6442,0.3387031232482355,0.5584
6442,6441,0.3387031232482355,0.5584
6441,6437,0.6135767796248766,-0.0323
6437,6441,0.6135767796248766,-0.0323
6442,6437,0.6135767796248766,-0.0323
6437,6442,0.6135767796248766,-0.0323
6436,6437,0.4975120589740002,-0.0323
6437,6436,0.4975120589740002,-0.0323
6436,6440,0.4975120589740002,-0.0323
6440,6436,0.4975120589740002,-0.0323
6436,6441,0.4954377235282461,-0.0323
6441,6436,0.4954377235282461,-0.0323
6436,6442,0.3428651780753341,0.5584
6442,6436,0.3428651780753341,0.5584
6436,6438,0.4975120589740002,-0.0323
6438,6436,0.4975120589740002,-0.0323
6437,6440,0.4975120589740002,-0.0323
6440,6437,0.4975120589740002,-0.0323
6437,6441,0.4954377235282461,-0.0323
6441,6437,0.4954377235282461,-0.0323
6437,6442,0.3428651780753341,0.5584
6442,6437,0.3428651780753341,0.5584
6437,6438,0.4975120589740002,-0.0323
6438,6437,0.4975120589740002,-0.0323
6440,6441,0.5368727074598028,-0.0323
6441,6440,0.5368727074598028,-0.0323
6440,6442,0.4223030212304,0.5584
6442,6440,0.4223030212304,0.5584
6440,6438,0.6574305358080089,-0.0323
6438,6440,0.6574305358080089,-0.0323
6441,6442,0.3387031232482355,0.5584
6442,6441,0.3387031232482355,0.5584
6441,6438,0.6135767796248766,-0.0323
6438,6441,0.6135767796248766,-0.0323
6442,6438,0.6135767796248766,-0.0323
6438,6442,0.6135767796248766,-0.0323
