node1,node2,topic_similarity,temporal_similarity
4685,4686,0.3971072179579888,-0.0323
4686,4685,0.3971072179579888,-0.0323
4687,4688,0.4219226530192704,-0.0323
4688,4687,0.4219226530192704,-0.0323
4689,4690,0.5481663181572031,-0.0464
4690,4689,0.5481663181572031,-0.0464
4689,4691,0.4802453178372415,-0.0323
4691,4689,0.4802453178372415,-0.0323
4689,4692,0.0,-0.0323
4692,4689,0.0,-0.0323
4690,4691,0.0,-0.0323
4691,4690,0.0,-0.0323
4690,4692,1.0,-0.0323
4692,4690,1.0,-0.0323
4691,4692,0.0,-0.0464
4692,4691,0.0,-0.0464
4693,4694,1.0,-0.0323
4694,4693,1.0,-0.0323
4695,4696,0.7482654741482727,-0.0464
4696,4695,0.7482654741482727,-0.0464
4695,4697,0.7855325808648899,-0.0323
4697,4695,0.7855325808648899,-0.0323
4695,4687,0.3894506241090738,-0.0323
4687,4695,0.3894506241090738,-0.0323
4696,4697,0.7855325808648899,-0.0323
4697,4696,0.7855325808648899,-0.0323
4696,4687,0.3894506241090738,-0.0323
4687,4696,0.3894506241090738,-0.0323
4697,4687,0.3359933817498435,-0.0323
4687,4697,0.3359933817498435,-0.0323
4698,4693,0.0,-0.0323
4693,4698,0.0,-0.0323
4698,4699,0.0,-0.0323
4699,4698,0.0,-0.0323
4698,4688,0.3359933817498435,-0.0323
4688,4698,0.3359933817498435,-0.0323
4693,4699,1.0,-0.0323
4699,4693,1.0,-0.0323
4693,4688,0.0,-0.0323
4688,4693,0.0,-0.0323
4699,4688,0.0,-0.0323
4688,4699,0.0,-0.0323
4700,4701,1.0,-0.0438
4701,4700,1.0,-0.0438
4700,4702,1.0,-0.0438
4702,4700,1.0,-0.0438
4701,4702,0.0,-0.0438
4702,4701,0.0,-0.0438
4693,4703,1.0,-0.0438
4703,4693,1.0,-0.0438
4704,4699,1.0,-0.0323
4699,4704,1.0,-0.0323
4693,4705,1.0,-0.0323
4705,4693,1.0,-0.0323
4706,4707,0.7799018600965342,-0.0323
4707,4706,0.7799018600965342,-0.0323
4706,4705,0.0,-0.0323
4705,4706,0.0,-0.0323
4706,4708,0.7799018600965342,-0.0323
4708,4706,0.7799018600965342,-0.0323
4706,4709,0.7799018600965342,-0.0323
4709,4706,0.7799018600965342,-0.0323
4706,4710,0.7799018600965342,-0.0323
4710,4706,0.7799018600965342,-0.0323
4706,4711,0.7799018600965342,-0.0323
4711,4706,0.7799018600965342,-0.0323
4707,4705,0.0,-0.0323
4705,4707,0.0,-0.0323
4707,4708,0.7508476304170143,-0.0323
4708,4707,0.7508476304170143,-0.0323
4707,4709,0.7508476304170143,-0.0323
4709,4707,0.7508476304170143,-0.0323
4707,4710,0.7508476304170143,-0.0323
4710,4707,0.7508476304170143,-0.0323
4707,4711,0.7508476304170143,-0.0323
4711,4707,0.7508476304170143,-0.0323
4705,4708,0.7799018600965342,-0.0323
4708,4705,0.7799018600965342,-0.0323
4705,4709,0.7799018600965342,-0.0323
4709,4705,0.7799018600965342,-0.0323
4705,4710,0.7799018600965342,-0.0323
4710,4705,0.7799018600965342,-0.0323
4705,4711,0.7799018600965342,-0.0323
4711,4705,0.7799018600965342,-0.0323
4708,4709,0.7508476304170143,-0.0323
4709,4708,0.7508476304170143,-0.0323
4708,4710,0.7508476304170143,-0.0323
4710,4708,0.7508476304170143,-0.0323
4708,4711,0.7508476304170143,-0.0323
4711,4708,0.7508476304170143,-0.0323
4709,4710,0.7508476304170143,-0.0323
4710,4709,0.7508476304170143,-0.0323
4709,4711,0.7508476304170143,-0.0323
4711,4709,0.7508476304170143,-0.0323
4710,4711,0.7508476304170143,-0.0323
4711,4710,0.7508476304170143,-0.0323
4711,4688,0.442306825673951,-0.0323
4688,4711,0.442306825673951,-0.0323
4704,4699,1.0,-0.0323
4699,4704,1.0,-0.0323
4712,4713,0.8660200318563034,-0.0323
4713,4712,0.8660200318563034,-0.0323
4712,4714,0.8660200318563034,-0.0323
4714,4712,0.8660200318563034,-0.0323
4712,4715,0.8559735532604789,-0.0323
4715,4712,0.8559735532604789,-0.0323
4712,4716,0.8559735532604789,-0.0323
4716,4712,0.8559735532604789,-0.0323
4712,4717,0.8559735532604789,-0.0323
4717,4712,0.8559735532604789,-0.0323
4713,4714,0.6473176626634304,-0.0464
4714,4713,0.6473176626634304,-0.0464
4713,4715,0.7982577465033346,-0.0464
4715,4713,0.7982577465033346,-0.0464
4713,4716,0.7982577465033346,-0.0464
4716,4713,0.7982577465033346,-0.0464
4713,4717,0.7982577465033346,-0.0464
4717,4713,0.7982577465033346,-0.0464
4714,4715,0.8559735532604789,-0.0323
4715,4714,0.8559735532604789,-0.0323
4714,4716,0.8559735532604789,-0.0323
4716,4714,0.8559735532604789,-0.0323
4714,4717,0.8559735532604789,-0.0323
4717,4714,0.8559735532604789,-0.0323
4715,4716,0.8559735532604789,-0.0323
4716,4715,0.8559735532604789,-0.0323
4715,4717,0.8559735532604789,-0.0323
4717,4715,0.8559735532604789,-0.0323
4716,4717,0.8559735532604789,-0.0323
4717,4716,0.8559735532604789,-0.0323
4718,4695,0.0,-0.0323
4695,4718,0.0,-0.0323
4718,4687,0.4364555167409145,-0.0323
4687,4718,0.4364555167409145,-0.0323
4695,4687,0.3894506241090738,-0.0323
4687,4695,0.3894506241090738,-0.0323
4719,4720,0.8114410548589721,-0.0323
4720,4719,0.8114410548589721,-0.0323
4719,4721,0.8114410548589721,-0.0323
4721,4719,0.8114410548589721,-0.0323
4719,4722,0.8114410548589721,-0.0323
4722,4719,0.8114410548589721,-0.0323
4719,4723,0.8114410548589721,-0.0323
4723,4719,0.8114410548589721,-0.0323
4719,4724,0.7942180181835777,-0.0323
4724,4719,0.7942180181835777,-0.0323
4720,4721,0.8114410548589721,-0.0323
4721,4720,0.8114410548589721,-0.0323
4720,4722,0.8114410548589721,-0.0323
4722,4720,0.8114410548589721,-0.0323
4720,4723,0.8114410548589721,-0.0323
4723,4720,0.8114410548589721,-0.0323
4720,4724,0.7942180181835777,-0.0323
4724,4720,0.7942180181835777,-0.0323
4721,4722,0.8114410548589721,-0.0323
4722,4721,0.8114410548589721,-0.0323
4721,4723,0.8114410548589721,-0.0323
4723,4721,0.8114410548589721,-0.0323
4721,4724,0.7942180181835777,-0.0323
4724,4721,0.7942180181835777,-0.0323
4722,4723,0.8114410548589721,-0.0323
4723,4722,0.8114410548589721,-0.0323
4722,4724,0.7942180181835777,-0.0323
4724,4722,0.7942180181835777,-0.0323
4723,4724,0.7942180181835777,-0.0323
4724,4723,0.7942180181835777,-0.0323
4725,4726,0.8581316091899851,-0.0323
4726,4725,0.8581316091899851,-0.0323
4725,4727,0.8581316091899851,-0.0323
4727,4725,0.8581316091899851,-0.0323
4725,4728,0.8581316091899851,-0.0323
4728,4725,0.8581316091899851,-0.0323
4725,4729,0.8581316091899851,-0.0323
4729,4725,0.8581316091899851,-0.0323
4725,4730,0.8581316091899851,-0.0323
4730,4725,0.8581316091899851,-0.0323
4726,4727,0.7755514788873206,-0.0323
4727,4726,0.7755514788873206,-0.0323
4726,4728,0.7755514788873206,-0.0323
4728,4726,0.7755514788873206,-0.0323
4726,4729,0.7755514788873206,-0.0323
4729,4726,0.7755514788873206,-0.0323
4726,4730,0.7755514788873206,-0.0323
4730,4726,0.7755514788873206,-0.0323
4727,4728,0.7507918365466405,-0.0464
4728,4727,0.7507918365466405,-0.0464
4727,4729,0.7507918365466405,-0.0464
4729,4727,0.7507918365466405,-0.0464
4727,4730,0.7507918365466405,-0.0464
4730,4727,0.7507918365466405,-0.0464
4728,4729,0.7507918365466405,-0.0323
4729,4728,0.7507918365466405,-0.0323
4728,4730,0.7507918365466405,-0.0323
4730,4728,0.7507918365466405,-0.0323
4729,4730,0.7739925953341599,-0.0323
4730,4729,0.7739925953341599,-0.0323
4693,4717,0.0,-0.0323
4717,4693,0.0,-0.0323
4731,4732,0.6864183654343459,-0.0323
4732,4731,0.6864183654343459,-0.0323
4731,4686,0.3512561505596415,-0.0323
4686,4731,0.3512561505596415,-0.0323
4731,4733,0.6864183654343459,-0.0323
4733,4731,0.6864183654343459,-0.0323
4731,4729,0.6864183654343459,-0.0323
4729,4731,0.6864183654343459,-0.0323
4732,4686,0.4289017196226167,0.8123
4686,4732,0.4289017196226167,0.8123
4732,4733,0.782424770929771,-0.0542
