node1,node2,topic_similarity,temporal_similarity
2263,2264,0.7482602772499752,-0.0679
2264,2263,0.7482602772499752,-0.0679
2263,2265,0.9088062108425512,-0.0679
2265,2263,0.9088062108425512,-0.0679
2263,2266,0.8582720963228025,-0.0464
2266,2263,0.8582720963228025,-0.0464
2263,2267,0.7901476273376806,-0.0464
2267,2263,0.7901476273376806,-0.0464
2263,2268,0.9199525615700782,0.3438
2268,2263,0.9199525615700782,0.3438
2263,2269,0.7791895768595337,-0.0323
2269,2263,0.7791895768595337,-0.0323
2263,2270,0.0,-0.0464
2270,2263,0.0,-0.0464
2263,2271,0.7604431471449774,-0.0323
2271,2263,0.7604431471449774,-0.0323
2264,2265,0.8159916891230466,0.4752
2265,2264,0.8159916891230466,0.4752
2264,2266,0.8280947881151343,-0.0464
2266,2264,0.8280947881151343,-0.0464
2264,2267,0.565890812428314,0.6956
2267,2264,0.565890812428314,0.6956
2264,2268,0.8253550680957471,-0.0637
2268,2264,0.8253550680957471,-0.0637
2264,2269,0.8774668451002648,-0.0323
2269,2264,0.8774668451002648,-0.0323
2264,2270,0.0,-0.0464
2270,2264,0.0,-0.0464
2264,2271,0.5668369730351291,-0.0323
2271,2264,0.5668369730351291,-0.0323
2265,2266,0.8293636494851843,-0.0667
2266,2265,0.8293636494851843,-0.0667
2265,2267,0.778367943649507,-0.0667
2267,2265,0.778367943649507,-0.0667
2265,2268,0.8771804148735776,-0.0915
2268,2265,0.8771804148735776,-0.0915
2265,2269,0.766012516740334,-0.0464
2269,2265,0.766012516740334,-0.0464
2265,2270,0.0,-0.0667
2270,2265,0.0,-0.0667
2265,2271,0.7491535366343112,-0.0464
2271,2265,0.7491535366343112,-0.0464
2266,2267,0.778367943649507,-0.0667
2267,2266,0.778367943649507,-0.0667
2266,2268,0.8771804148735776,-0.0915
2268,2266,0.8771804148735776,-0.0915
2266,2269,0.766012516740334,-0.0464
2269,2266,0.766012516740334,-0.0464
2266,2270,0.0,-0.0667
2270,2266,0.0,-0.0667
2266,2271,0.7491535366343112,-0.0464
2271,2266,0.7491535366343112,-0.0464
2267,2268,0.8771804148735776,-0.0637
2268,2267,0.8771804148735776,-0.0637
2267,2269,0.766012516740334,-0.0323
2269,2267,0.766012516740334,-0.0323
2267,2270,0.0,-0.0464
2270,2267,0.0,-0.0464
2267,2271,0.7491535366343112,-0.0323
2271,2267,0.7491535366343112,-0.0323
2268,2269,0.7719198495728113,-0.0323
2269,2268,0.7719198495728113,-0.0323
2268,2270,0.0,-0.0464
2270,2268,0.0,-0.0464
2268,2271,0.7871387122387958,-0.0323
2271,2268,0.7871387122387958,-0.0323
2269,2270,0.0,0.1384
2270,2269,0.0,0.1384
2269,2271,0.8580686710144345,-0.0578
2271,2269,0.8580686710144345,-0.0578
2270,2271,0.0,-0.0323
2271,2270,0.0,-0.0323
