node1,node2,topic_similarity,temporal_similarity
34,35,0.0,-0.0323
35,34,0.0,-0.0323
34,36,0.0,-0.0464
36,34,0.0,-0.0464
34,37,0.0,0.4752
37,34,0.0,0.4752
35,36,0.7777689218843356,-0.0667
36,35,0.7777689218843356,-0.0667
35,37,0.8742679194102727,-0.0976
37,35,0.8742679194102727,-0.0976
36,37,0.908970181220348,0.2928
37,36,0.908970181220348,0.2928
35,38,0.9135382665885377,-0.1412
38,35,0.9135382665885377,-0.1412
35,36,0.7777689218843356,-0.0667
36,35,0.7777689218843356,-0.0667
38,36,0.829632823395657,0.2604
36,38,0.829632823395657,0.2604
39,40,0.8662535135192817,-0.0464
40,39,0.8662535135192817,-0.0464
39,41,0.7154967025631743,-0.0997
41,39,0.7154967025631743,-0.0997
39,42,0.9170711546655091,-0.1239
42,39,0.9170711546655091,-0.1239
39,40,0.8662535135192817,-0.0464
40,39,0.8662535135192817,-0.0464
42,40,0.8473642743705582,-0.0667
40,42,0.8473642743705582,-0.0667
43,44,0.890132556951192,-0.1438
44,43,0.890132556951192,-0.1438
43,39,0.920299075461094,-0.2251
39,43,0.920299075461094,-0.2251
44,39,0.8908389949762162,-0.3012
39,44,0.8908389949762162,-0.3012
45,46,0.8494398634184986,-0.0733
46,45,0.8494398634184986,-0.0733
45,47,0.8833736419607263,-0.1312
47,45,0.8833736419607263,-0.1312
45,48,0.8137246827224349,-0.0464
48,45,0.8137246827224349,-0.0464
46,47,0.916874408398149,-0.1312
47,46,0.916874408398149,-0.1312
46,48,0.8459183591954882,-0.0464
48,46,0.8459183591954882,-0.0464
47,48,0.9247715353347064,0.4667
48,47,0.9247715353347064,0.4667
35,49,0.920061928761738,-0.063
49,35,0.920061928761738,-0.063
35,50,0.8934921975505834,-0.1044
50,35,0.8934921975505834,-0.1044
49,50,0.7368643903672857,-0.0727
50,49,0.7368643903672857,-0.0727
51,39,0.7881814230258196,0.24
39,51,0.7881814230258196,0.24
35,52,0.9155904867151426,0.4772
52,35,0.9155904867151426,0.4772
35,53,0.8639501577555471,-0.0464
53,35,0.8639501577555471,-0.0464
35,36,0.7777689218843356,-0.0667
36,35,0.7777689218843356,-0.0667
52,53,0.8535013334866369,-0.0773
53,52,0.8535013334866369,-0.0773
52,36,0.8343491117922575,-0.1111
36,52,0.8343491117922575,-0.1111
53,36,0.7283897186274204,-0.0667
36,53,0.7283897186274204,-0.0667
39,45,0.8864240166036474,-0.0997
45,39,0.8864240166036474,-0.0997
39,54,0.8807926990398293,-0.0679
54,39,0.8807926990398293,-0.0679
45,54,0.8903067752381941,0.4752
54,45,0.8903067752381941,0.4752
35,36,0.7777689218843356,-0.0667
36,35,0.7777689218843356,-0.0667
35,52,0.9155904867151426,0.4772
52,35,0.9155904867151426,0.4772
35,55,0.8872607204390146,-0.0464
55,35,0.8872607204390146,-0.0464
36,52,0.9167517038352222,-0.1461
52,36,0.9167517038352222,-0.1461
36,55,0.82207452707946,-0.0464
55,36,0.82207452707946,-0.0464
52,55,0.8730352882852027,-0.0773
55,52,0.8730352882852027,-0.0773
39,56,0.915140986755752,-0.1066
56,39,0.915140986755752,-0.1066
39,51,0.8496067580784087,-0.0412
51,39,0.8496067580784087,-0.0412
56,51,0.8980782970101334,-0.0412
51,56,0.8980782970101334,-0.0412
39,57,0.9198830243938556,-0.1222
57,39,0.9198830243938556,-0.1222
39,58,0.853275404920523,-0.0464
58,39,0.853275404920523,-0.0464
57,58,0.8422179568066246,-0.0464
58,57,0.8422179568066246,-0.0464
59,35,0.9032262228424588,0.5584
35,59,0.9032262228424588,0.5584
59,60,0.0,-0.0578
60,59,0.0,-0.0578
59,61,0.0,-0.0578
61,59,0.0,-0.0578
35,60,0.0,-0.0464
60,35,0.0,-0.0464
35,61,0.0,-0.0464
61,35,0.0,-0.0464
60,61,0.0,-0.0637
61,60,0.0,-0.0637
43,62,0.0,-0.0578
62,43,0.0,-0.0578
36,34,0.9427497489248724,-0.0778
34,36,0.9427497489248724,-0.0778
36,35,0.9193152096264566,-0.0464
35,36,0.9193152096264566,-0.0464
36,39,0.9326017649092208,-0.1807
39,36,0.9326017649092208,-0.1807
34,35,0.0,-0.0323
35,34,0.0,-0.0323
34,39,0.0,-0.1257
39,34,0.0,-0.1257
35,39,0.9053461680624304,-0.1807
39,35,0.9053461680624304,-0.1807
43,44,0.890132556951192,-0.1438
44,43,0.890132556951192,-0.1438
