node1,node2,topic_similarity,temporal_similarity
4409,4410,0.8173451904227291,-0.0667
4410,4409,0.8173451904227291,-0.0667
4409,4411,0.8173451904227291,-0.0667
4411,4409,0.8173451904227291,-0.0667
4409,4412,0.882519460973889,-0.0667
4412,4409,0.882519460973889,-0.0667
4409,4413,0.911248131999002,-0.0464
4413,4409,0.911248131999002,-0.0464
4409,4414,0.8845549460227553,-0.0667
4414,4409,0.8845549460227553,-0.0667
4410,4411,0.702268004755884,-0.0464
4411,4410,0.702268004755884,-0.0464
4410,4412,0.8440834479194832,-0.0464
4412,4410,0.8440834479194832,-0.0464
4410,4413,0.8922249718666997,-0.0323
4413,4410,0.8922249718666997,-0.0323
4410,4414,0.9265020153604044,-0.0464
4414,4410,0.9265020153604044,-0.0464
4411,4412,0.8822289152388452,-0.0667
4412,4411,0.8822289152388452,-0.0667
4411,4413,0.914024397862728,-0.0464
4413,4411,0.914024397862728,-0.0464
4411,4414,0.9113577879554764,-0.0667
4414,4411,0.9113577879554764,-0.0667
4412,4413,0.824275298001553,-0.0542
4413,4412,0.824275298001553,-0.0542
4412,4414,0.8021552617004065,-0.0778
4414,4412,0.8021552617004065,-0.0778
4413,4414,0.9265020153604044,-0.0464
4414,4413,0.9265020153604044,-0.0464
