node1,node2,topic_similarity,temporal_similarity
3708,3709,0.7783220868509552,-0.0323
3709,3708,0.7783220868509552,-0.0323
3708,3710,0.7783220868509552,-0.0323
3710,3708,0.7783220868509552,-0.0323
3709,3710,0.7783220868509552,-0.0323
3710,3709,0.7783220868509552,-0.0323
3711,3712,0.7854195649131012,-0.0464
3712,3711,0.7854195649131012,-0.0464
3711,3710,0.7783220868509552,-0.0323
3710,3711,0.7783220868509552,-0.0323
3711,3713,0.8427672231536586,-0.0464
3713,3711,0.8427672231536586,-0.0464
3712,3710,0.657006422194116,-0.0323
3710,3712,0.657006422194116,-0.0323
3712,3713,0.8162135798581006,-0.0464
3713,3712,0.8162135798581006,-0.0464
3710,3713,0.8427672231536586,-0.0464
3713,3710,0.8427672231536586,-0.0464
