id,keywords
309,atlas mesh partitioning parameterization surface flattening texture mapping 3d painting
310,atlas mesh partitioning parameterization surface flattening texture mapping 3d painting
311,atlas mesh partitioning parameterization surface flattening texture mapping 3d painting3d ultrasound classification isosurface extraction opacity function splatting the variational principle volume rendering
312,line graphs braided graphs horizon graphs small multiples stacked graphs evaluation design guidelines
313,line graphs braided graphs horizon graphs small multiples stacked graphs evaluation design guidelinesgpuacceleration shader programming interaction highperformance visualization
314,computational journalism computer assisted reporting social media sensemakingtext analyticsvisual analyticsword embeddingtext summarizationtext classificationconcepts
315,computational journalism computer assisted reporting social media sensemaking
316,computational journalism computer assisted reporting social media sensemaking
317,largeformat projection display camerabased registration and calibration
318,largeformat projection display camerabased registration and calibration
319,visual analytics knowledge generation reasoning visualization taxonomies and models interactioninteractive visualizationmachine learningvisual analyticsdimensionality reductionvisual analytics knowledge generation uncertainty measures and propagation trust building human factorsvisual analytics sport analytics soccer analysisvisual analyticsvisualizationmachine learninghumancomputer interactionontologyvis4mlvisual analyticsinteractionvisual cluster analysisquality metricsguidanceselforganizing mapstime series
320,visual analytics knowledge generation reasoning visualization taxonomies and models interactiondocument visualization visual summary content extraction document collection browsing
321,visual analytics knowledge generation reasoning visualization taxonomies and models interaction
322,visual analytics knowledge generation reasoning visualization taxonomies and models interactionvisual analytics knowledge generation uncertainty measures and propagation trust building human factorsinteractive artificial intelligencexai explainable artificial intelligenceinterpretable deep learninghealthcarevisualization literacyassessment testinstrumentmeasurementaptitudeeducationunsupervised clusteringvisual analyticsquality metricsinteractive visual clusteringdesign study usercentered design nodelink diagrams multimodal graphs interaction qualitative evaluationaxis mappinginteractive model steeringsketchaxis visualizationhumancentered visual analyticsonline health communities visual analytics conversation analysis thread visualization healthcare design studytext highlighting techniques visual document analytics text annotation crowdsourced study
323,visual analytics knowledge generation reasoning visualization taxonomies and models interactioninteractive visualizationmachine learningvisual analyticsdimensionality reductionvisual analytics knowledge generation uncertainty measures and propagation trust building human factorsvisual literature analysis visual analytics literature fingerprintingvisual opinion analysis visual sentiment analysis visual document analysis attribute extractiondocument visualization visual summary content extraction document collection browsingvisual analytics network traffic monitoring information visualization and geographybased solutionsinformation visualization network security network monitoring treemapvisual analytics financial information visualization time series data time series clustering explorative analysisvisual analytics sport analytics soccer analysisvisual analyticssport analyticsimmersive analyticsmultivariate data time series data reduction multidimensional scalingvisual data exploration visualization techniquevisual analyticsvisual analytics query similarity queries interactive queriesvisual analyticsvisualizationmachine learninghumancomputer interactionontologyvis4mlvisual analyticsinteractionvisual cluster analysisquality metricsguidanceselforganizing mapstime seriesspatiotemporal visualizationspatial abstractionspatial index structurescollective movementhighdimensional datavisual explorationpatterndriven analysistabular visualizationsubspaceaggregationvisual analyticstime series segmentationmultiscale analysesmovement ecologyhypergraphcommunication analysisgeometric deep learningsemantic zoommatrix orderingvisual analytics
324,evaluation validation systematic review visualization scientific visualization information visualizationillustrative rendering and visualization npr dense line data dti blackandwhite rendering gpu techniqueuncertainty visualization qualitative evaluation quantitative evaluation perceptiondirecttouch interaction wall displays 3d navigation and exploration evaluation illustrative visualizationnpr nonphotorealistic rendering sketch handdrawn uncertainty visualization3d interaction spatial selection directtouch interaction3d data visualizationinteractiontactile inputtangible inputdata analysisresearch themesresearch topicstaxonomyvisualization historytheoryselection spatial selection structureaware selection contextaware selection exploratory data visualization and analysis 3d interaction user interactionmedical visualization aneurysms blood flow wall thickness illustrative visualizationnanonanotechnologyassemblymultiscaleabstractiondnaorigamiscaleadaptive modificationmultiscale visualizationscale transitionabstractionhuman genomednahic data
325,evaluation validation systematic review visualization scientific visualization information visualizationdesign considerations interaction postwimp nui natural user interfaceinformation visualization collaboration colocated work hierarchical data comparisoninformation visualization metavisualization collaboration coordination colocated work workspace awarenessgraph layout network layout automatic layout algorithms usergenerated layout graphdrawing aestheticsdirecttouch interaction wall displays 3d navigation and exploration evaluation illustrative visualizationinformation visualization perception walldisplaysnpr nonphotorealistic rendering sketch handdrawn uncertainty visualization3d interaction spatial selection directtouch interactionglyphs star glyphs contours perception quantitative evaluation similarity detection visual comparisoninformation visualization text visualization sparklines glyphs design space wordscale visualizationsdata analysisresearch themesresearch topicstaxonomyvisualization historytheoryfocuscontext quantitative experiment dualscale chartscollaborationsensemakinghandoffhandoverstructured externalizationsinteractive visual analysisselection spatial selection structureaware selection contextaware selection exploratory data visualization and analysis 3d interaction user interactionmultiscale large displays hybrid images collaboration visualizationglanceable visualizationsmartwatchperceptionquantitative evaluationdata comparisonevaluationgraphical perceptionmobile phonesrange visualizationcrowdsourcingevaluationgraphical perceptionmobile phonestrend visualizationanimationsmall multiplescrowdsourcingmobile visualizationresponsive visualizationmachine learning for visualizationsreinforcement learningvisualizationgenderdiversitypublicationscientometrycollaborationvisual analyticsbitcoinbitcoin miningmining poolspool hoppingvisualizationsuperpowersempowermentvisionperceptioncognitionfictionsituated visualization
326,evaluation validation systematic review visualization scientific visualization information visualizationprovenance analytic provenance visual analytics framework visualization conceptual model3d vector fields visualization user study tubes lines stereoscopic and monoscopic viewingdata analysisresearch themesresearch topicstaxonomyvisualization historytheorydisplay characteristics diffusion tensor mri virtual environmentnodelink diagramgraph layoutgraph visualizationuser interactions
327,evaluation validation systematic review visualization scientific visualization information visualizationparameter space analysis inputoutput model simulation task characterization literature analysisvisual analysisdecision makingmultiobjective optimizationinteractive rankingrank sensitivitydata analysisresearch themesresearch topicstaxonomyvisualization historytheorymodel selectionclassification treesvisual parameter searchsensitivity analysispareto optimalitymultiresolution representations sparse approximation pursuit algorithms largescale volume rendering
328,event sequences simplification electronic heath records temporal query
329,event sequences simplification electronic heath records temporal query
330,event sequences simplification electronic heath records temporal query
331,event sequences simplification electronic heath records temporal queryinformation visualization interaction design humancomputer interaction temporal categorical data visualizationhumancomputer interaction information visualization network visualization contentactor network data iterative query refinement incremental data exploration user interfaces digital library piccolovisual analytics design experimentation human factorsinformation visualization tree comparisonsocial network analysisnetwork visualizationclusteringmixedinitiativeprior knowledgeuser interface
332,latent dirichlet allocation nonnegative matrix factorization topic modeling visual analytics interactive clustering text analyticsinteractive artificial intelligencexai explainable artificial intelligenceinterpretable deep learninghealthcarescatterplots user interaction model steeringtopic modelingnonnegative matrix factorizationtdistributed stochastic neighbor embeddingmagic lenstext analyticsaxis mappinginteractive model steeringsketchaxis visualizationhumancentered visual analyticsdimension reduction linear discriminant analysis principal component analysis orthogonal centroid method 2d projection clustered data regularization generalized singular value decompositiontext analyticsvisual analyticsword embeddingtext summarizationtext classificationconceptsonline health communities visual analytics conversation analysis thread visualization healthcare design studyvisual text analysis user interface social media demographic analysisvisual analyticsdeep learningmachine learningautomated machine learninghumancentered computing
333,latent dirichlet allocation nonnegative matrix factorization topic modeling visual analytics interactive clustering text analytics
334,latent dirichlet allocation nonnegative matrix factorization topic modeling visual analytics interactive clustering text analytics
335,latent dirichlet allocation nonnegative matrix factorization topic modeling visual analytics interactive clustering text analyticsscatterplots user interaction model steeringaxis mappinginteractive model steeringsketchaxis visualizationhumancentered visual analyticsdimension reduction linear discriminant analysis principal component analysis orthogonal centroid method 2d projection clustered data regularization generalized singular value decompositionhumancentered computingvisualizationvisualization application domainsvisual analyticsinformation systemsinformation retrievalusers and interactive retrievalsearch interfaces
336,spatiotemporal data movement data trajectories clustering classification scalable visualization geovisualizationmovement trajectories spatiotemporal data spatial events spatial clustering spatiotemporal clustering
337,spatiotemporal data movement data trajectories clustering classification scalable visualization geovisualization
338,spatiotemporal data movement data trajectories clustering classification scalable visualization geovisualization
339,spatiotemporal data movement data trajectories clustering classification scalable visualization geovisualization
340,quality metrics highdimensional data visualizationincremental visualization eventbased data lens distortionliteracy visualization literacy rasch model item response theorypredictive modeling feature selection classification visual analytics highdimensional dataexplainable machine learningrule visualizationvisual analyticspersuasive visualization elaboration likelihood model evaluationmachine learninginterpretationvisual analyticsnetwork security intrusion detection visualization data explorationglyphs star glyphs contours perception quantitative evaluation similarity detection visual comparisonword cloudstag cloudstext visualizationkeyword summariesexploratory text analysisknowledge discoverytext visualizationsimilarity clustering matrix optimization climate modelvisual analyticsemail investigationemail forensicsautomatic machine learningpipeline visualizationmodel evaluation
341,quality metrics highdimensional data visualization
342,quality metrics highdimensional data visualizationincremental visualization eventbased data lens distortionspatiotemporal visualization visual analytics animal behavior dense pixel displaystopic model configurationreinforcement learningfeature detection and trackingiterative optimizationgeospatial data shape transformation cartogram pixel visualizationusersteerable topic modelingspeculative executionmixedinitiative visual analyticsexplainable machine learningtopic model optimizationword embeddingmixedinitiative refinementguided visual analyticssemantic mappingdynamic graphdynamic networkunsupervised graph learninggraph embeddingmultiscale visualization
347,coordinated queries coordination exploratory visualization multiple views visual abstraction languagecoordination exploratory visualization linked views software visualization metavisualization
348,viewpoint selection view space partitioning volume rendering entropy visibility3d flow visualization vector field visualization volume rendering texture mapping isosurface compression transform coding quantization
351,synthetic plants ecosystems pointbased rendering levelofdetail algorithmsvoronoi treemaps information visualization hierarchies trees treemaps voronoi tessellations
352,synthetic plants ecosystems pointbased rendering levelofdetail algorithms
353,synthetic plants ecosystems pointbased rendering levelofdetail algorithmsdiffusion tensor imaging tractography white matter tracts clustering
354,synthetic plants ecosystems pointbased rendering levelofdetail algorithms
358,large dataset visualization text and document visualization multiresolution visualization geographic visualization applications of infovisgeovisualization treemaps cartograms cielab geographic information tree structuresgeovisualization hierarchical layout guidelines exploratory notationnpr nonphotorealistic rendering sketch handdrawn uncertainty visualizationgeodemographics oac classification cartography uncertaintycartography design digimap service legend online web mapping visualizationcreativity techniques usercentered design data visualization smart home energy consumptionvoting election bias democracy governance treemaps geovisualization hierarchy governancevisual analytics multivariate data geographic information geovisualization interactive data analysishuman terrain analysis provenance framework bookmarks narrativesmovement visualization visual analytics bikeshare impact visualization models design studygeographic visualizationsmall multipleswhitespacedesign spacemetricsoptimizationgraphical inferencespatial autocorrelationjust noticeable differencegeovisualizationstatistical significancestorytellingdesignliterate programmingtheoryvisualizationproblemdrivendesign studiescollaborationmethodologyframeworkschematisation maps algorithm design
359,large dataset visualization text and document visualization multiresolution visualization geographic visualization applications of infovisgeovisualization treemaps cartograms cielab geographic information tree structuresevaluation geovisualization context of use requirements field study prototypes sketching designgeovisualization hierarchical layout guidelines exploratory notationnpr nonphotorealistic rendering sketch handdrawn uncertainty visualizationgeodemographics oac classification cartography uncertaintycartography design digimap service legend online web mapping visualizationgeographical weighting exploratory data analysis scale multivariate directional interaction coordinated viewscreativity techniques usercentered design data visualization smart home energy consumptionvoting election bias democracy governance treemaps geovisualization hierarchy governancevisual analytics multivariate data geographic information geovisualization interactive data analysishuman terrain analysis provenance framework bookmarks narrativesscale geography multivariate sensitivity analysis variable selection local statistics geodemographics energymovement visualization visual analytics bikeshare impact visualization models design studydesign studyrelativisminterpretivismknowledge constructionqualitative researchresearch through designusercentered visualization designdesign studiescreativity workshopscritically reflective practicegeographic visualizationsmall multipleswhitespacedesign spacemetricsoptimizationgraphical inferencespatial autocorrelationjust noticeable differencegeovisualizationstatistical significancestorytellingdesignliterate programmingtheoryinteractive explorationtrend detectiontime series
360,large dataset visualization text and document visualization multiresolution visualization geographic visualization applications of infovisgeovisualization hierarchical layout guidelines exploratory notationnpr nonphotorealistic rendering sketch handdrawn uncertainty visualizationgeodemographics oac classification cartography uncertaintycartography design digimap service legend online web mapping visualizationcreativity techniques usercentered design data visualization smart home energy consumptionvoting election bias democracy governance treemaps geovisualization hierarchy governancevisual analytics multivariate data geographic information geovisualization interactive data analysisscale geography multivariate sensitivity analysis variable selection local statistics geodemographics energygeographic visualizationsmall multipleswhitespacedesign spacemetricsoptimizationgraphical inferencespatial autocorrelationjust noticeable differencegeovisualizationstatistical significance
361,large dataset visualization text and document visualization multiresolution visualization geographic visualization applications of infovis
362,illustrative visualization volume rendering focuscontext techniques
363,illustrative visualization volume rendering focuscontext techniquesviewdependent visualization volume rendering focuscontext techniques levelofdetail techniques nonphotorealistic techniquesvolume datacartesiangridclose packinghexagonal sampling body centered cubiccomputed tomography angiography vessel analysis curved planar reformation nonlinear filtering segmentation hardware accelerationvisualization volume rendering dynamical systemsmedical applicationsprocess visualization information visualization levels of detail focuscontext visualizationmodeling computed tomography volume visualizationvisualization in medicine applications of visualizationvisualization in medicine applications of visualization archaeology astronomy data mining
367,isosurfaces contourtrees topological simplification
368,isosurfaces contourtrees topological simplificationoutofcore algorithms processing sequences mesh simplification large meshes
369,isosurfaces contourtrees topological simplification
370,backchannel information visualization events multiple views microblogging information retrieval world wide webinformation visualization world wide web information retrieval exploratory search visual information seekinginformation visualization interactivity nodelink diagrams animation information seeking exploratory searchinformation visualization interactivity dimensionality reduction multidimensional scalingpixeloriented techniques task and requirements analysis multidimensional data network security and intrusion
371,backchannel information visualization events multiple views microblogging information retrieval world wide web
372,backchannel information visualization events multiple views microblogging information retrieval world wide webinformation visualization world wide web information retrieval exploratory search visual information seeking
377,large data set visualization data flow networks contractbased system
378,large data set visualization data flow networks contractbased system
379,large data set visualization data flow networks contractbased system
380,large data set visualization data flow networks contractbased system
381,large data set visualization data flow networks contractbased system
382,large data set visualization data flow networks contractbased system
383,large data set visualization data flow networks contractbased systemadvection 3d texture volume visualization vectorfield wind clouds climate modeling volume rendering hardware acceleration
387,viewdependent visualization volume rendering focuscontext techniques levelofdetail techniques nonphotorealistic techniques nonlinear filtering segmentation hardware acceleration
388,viewdependent visualization volume rendering focuscontext techniques levelofdetail techniques nonphotorealistic techniquescomputed tomography angiography vessel analysis curved planar reformationcomputed tomography angiography vessel analysis curved planar reformation nonlinear filtering segmentation hardware accelerationcomputed tomography angiography cta semi automatic segmentation optimal path computationmodeling computed tomography volume visualization
389,tag clouds trend visualization multiple line graphs stacked bar charts evaluationdesign considerations interaction postwimp nui natural user interfaceinformation visualization interactivity nodelink diagrams animation information seeking exploratory searchinformation visualization euler diagrams set visualization graph visualizationdata storytelling narrative visualization narrative structurepen and touch interaction wizard of oz whiteboard data explorationvisualization diagrams whiteboards observational studydirected graphs networks modular decomposition power graph analysisbundlingnetwork visualizationedge compressionconfluentpower graphdata videonarrative visualizationdata storytellingauthoring toolsvisualization systemsimmersive analytics3d visualizationdynamic queriesbimanual interactionmultidimensional dataactivity theoryvisual analyticsactivitycentered designliterature reviewhumancomputer interactiondata comicsnonlinear narrativeinteractive storytelling
390,tag clouds trend visualization multiple line graphs stacked bar charts evaluation
391,tag clouds trend visualization multiple line graphs stacked bar charts evaluation
394,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluationprovenance analytic provenance visual analytics framework visualization conceptual modeluser study uncertainty visualization
395,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluationuser study uncertainty visualizationdiffusion tensor imaging fibers fiber clustering visualization interfaceillustrative visualization diffusion tensor image muscle solid texture synthesis
396,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluation
397,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluation
398,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluation
399,uncertainty visualization weather ensemble geographicgeospatial visualization glyphbased techniques timevarying data qualitative evaluationuser study uncertainty visualizationflow visualization evenlyspaced streamlines streamline placement seeding strategy closed streamlines
400,ranking visualization ranking scoring multiattribute multifactorial multifaceted stacked bar chartsvisual analytics infrastructures integration interactive algorithms user involvement problem subdivisionmultiple coordinated views visual linking relationships heterogeneous data categorical datapathway visualization biological networks subsets graphs biomolecular datavisualization provenanceinteraction provenanceretrievaldata visualisationtangible and embedded interactionaugmented realityimmersive analyticsinteractive optimisationinterface designusabilityinteractive systems and toolsvehicle routing
401,ranking visualization ranking scoring multiattribute multifactorial multifaceted stacked bar chartsvisual analytics infrastructures integration interactive algorithms user involvement problem subdivisionvisual analyticsguidance modelassistanceuser supportmultidimensional data cluster comparison bioinformatics visualizationvisual links highlighting connectedness routing imagebased saliencyinhomogeneous data multiple coordinated views multiform visualizationmultiple coordinated views visual linking relationships heterogeneous data categorical datavisual analysisdecision makingmultiobjective optimizationinteractive rankingrank sensitivitypathway visualization biological networks subsets graphs biomolecular datamultirelational data visual data analysis drug discoverytable comparisonmatrixdifference visualizationmultivariate graphsnetworkstreebased graph visualizationadjacency matrixspanning treesvisualizationvisualization provenanceinteraction provenanceretrieval
403,volume rendering segmentation nonphotorealistic rendering consumer graphics hardware
404,volume rendering segmentation nonphotorealistic rendering consumer graphics hardware
405,ray casting pixel shading programmable graphics hardware cell projection tetrahedral meshes unstructured meshes volume visualization preintegrated volume rendering
406,ray casting pixel shading programmable graphics hardware cell projection tetrahedral meshes unstructured meshes volume visualization preintegrated volume renderingvolume rendering isosurfaces unstructured meshes cell projection graphics hardware texture mapping compositingvolume visualization volume rendering cell projection projected tetrahedra perspective interpolation dithering programmable graphics hardwarecellprojection direct volume rendering tetrahedral meshes unstructured meshes visibility cycles visibility ordering visibility sorting volume visualizationvolume visualization volume rendering isosurfaces silhouette enhancement volume shading translucencevirtual realityevaluationvisual analyticsclustering
407,ray casting pixel shading programmable graphics hardware cell projection tetrahedral meshes unstructured meshes volume visualization preintegrated volume rendering
408,ray casting pixel shading programmable graphics hardware cell projection tetrahedral meshes unstructured meshes volume visualization preintegrated volume renderingvolume rendering isosurfaces unstructured meshes cell projection graphics hardware texture mapping compositingflow visualization animated lic direct volume rendering 3dtextures mapping interactive volume explorationvolume rendering scattered data splatting hierarchical visualizationvolume rendering clipping hardware accelerationuncertainty visualization unsteady flow visualization texture advection gpu programmingvolume visualization isosurface reconstruction distributed systems webbased applicationsmedical data visualization volume visualization distributed systems pc graphics hardware remote rendering timedependent vector fields unsteady flow visualization lic texture advection hardware accelerationflow features vortex detection interactive manipulation 3d vector field visualizationflow visualization levelsets feature extractionmultiscale representation texture mappingvolume raycasting programmable graphics hardware frametoframe coherence space leapingcellprojection direct volume rendering tetrahedral meshes unstructured meshes visibility cycles visibility ordering visibility sorting volume visualizationunsteady flow visualization visualization framework lic texture advection particle systems gpu methodsvisualization explanatory computer graphics illustrative visualization special relativity general relativity astrophysics visualization of mathematics terrain renderingmedical visualization segmentation automatic web service video generationstereo graphics opengl preloadingfeatures in volume data sets flow visualization hardware acceleration 3d vector field visualizationfinite element modeling interaction manipulators autostereoscopy
410,hierarchical approximation model simplification levelsofdetail generation shape approximation
411,hierarchical approximation model simplification levelsofdetail generation shape approximation
412,computed tomography angiography vessel analysis curved planar reformationcomputed tomography angiography vessel analysis curved planar reformationfocus  context technique direct volume rendering curved planar reformation vessel visualizationcomputed tomography angiography cta semi automatic segmentation optimal path computationvisualization segmentation blood vessel detectionmodeling computed tomography volume visualization
413,computed tomography angiography vessel analysis curved planar reformationvolume rendering virtual endoscopycomputed tomography angiography vessel analysis curved planar reformationcomputed tomography angiography cta semi automatic segmentation optimal path computationvirtual endoscopy ray casting isosurfacing pituitary surgerymedical visualization virtual endoscopy visualization systemmodeling computed tomography volume visualizationvolume visualization surface rendering medical applications tomographic data
414,computed tomography angiography vessel analysis curved planar reformationcomputed tomography angiography cta semi automatic segmentation optimal path computationmodeling computed tomography volume visualization
415,computed tomography angiography vessel analysis curved planar reformationvolume rendering virtual endoscopyvirtual environments flow visualization texturing interaction magic lens focussingfocus  context technique direct volume rendering curved planar reformation vessel visualizationcomputed tomography angiography cta semi automatic segmentation optimal path computationvisualization segmentation blood vessel detectionvolume visualization surface rendering medical applications tomographic data
416,volume rendering isosurfaces unstructured meshes cell projection graphics hardware texture mapping compositingmodeling computed tomography volume visualization
418,computational fluid dynamics visualization outofcore visualization
419,computational fluid dynamics visualization outofcore visualizationvisualization particle tracing large data outofcore pc hardware clusters computational fluid dynamics regularity finding data models objectoriented c templates scientific visualization paging demanddriven evaluation
420,uncertainty visualization uncertainty categories visual variables semioticsscience of interaction interaction primitives interactive maps geovisualization interaction techniques
421,uncertainty visualization uncertainty categories visual variables semiotics
422,uncertainty visualization uncertainty categories visual variables semiotics
423,uncertainty visualization uncertainty categories visual variables semiotics
424,uncertainty visualization uncertainty categories visual variables semiotics
425,largeformat tiled projection display display wall cameraprojector systems camerabased registration and calibration automatic alignment scalability simulation evaluation
426,largeformat tiled projection display display wall cameraprojector systems camerabased registration and calibration automatic alignment scalability simulation evaluation
427,largeformat tiled projection display display wall cameraprojector systems camerabased registration and calibration automatic alignment scalability simulation evaluation
428,largeformat tiled projection display display wall cameraprojector systems camerabased registration and calibration automatic alignment scalability simulation evaluationseamless tiling automatic alignment projective mapping simulated annealing 
429,neural networkgraph visualizationdataflow graphclustered graph
430,neural networkgraph visualizationdataflow graphclustered graphinteractive machine learningmodel debuggingmodel comparison
431,neural networkgraph visualizationdataflow graphclustered graphinteractive machine learningmodel debuggingmodel comparison
432,neural networkgraph visualizationdataflow graphclustered graph
433,neural networkgraph visualizationdataflow graphclustered graph
434,neural networkgraph visualizationdataflow graphclustered graph
435,graph visualization graph drawing clustering small world graphsgraph visualization hierarchy trees clustering external memory algorithms cancer data phone trafficsoftware visualization multilevel visualization call matrix
436,volumetric data volume data deformations browsing layers interaction techniques 3d widgetselastic hierarchies treemaps nodelink diagrams hybrids combinations overviewdetail multiple views trees interaction techniques interactive visualizationgenealogy genealogies family trees kinship multitrees graph drawing graph theory graph browsing and navigationtree browsing and navigation focuscontext expandahead automatic expansion space filling adaptive user interfaces
437,volumetric data volume data deformations browsing layers interaction techniques 3d widgets
438,volumetric data volume data deformations browsing layers interaction techniques 3d widgetsgenealogy genealogies family trees kinship multitrees graph drawing graph theory graph browsing and navigationtree browsing and navigation focuscontext expandahead automatic expansion space filling adaptive user interfaces
439,transfer functions interactive visualization volume rendering scale space gpu techniquesillustrative visualization illustrative manipulation gpu computing volume rendering volume deformation computerassisted medical illustrationspatiotemporal visualization proximity linked views principal component analysis temporal trajectories movement patternstransfer functions ambient occlusion volume rendering interactive classificationvolume deformation focuscontext visualization interaction techniquesscalar field topology topological spine extremum graph morsesmale complexneighborhood graphs topology sparsely sampled datavolume deformation curvecentricreformation comparative visualization radial raycasting
440,transfer functions interactive visualization volume rendering scale space gpu techniquestimevarying data conditional entropy joint featuretemporal space clustering highlighting transfer functionclassification graphics hardware interactive visualization multidimensional transfer function neural network user interface design volume visualizationlayout algorithm timeline visualization storyline visualization design studyinformation visualization focuscontext radial graph layout graph drawingknowledge representations scientific visualization visualization systems volume renderinguncertainty data transformations principal component analysis model fittingcompression high performance computing outofcore processing pc scientific visualization texture hardware timevarying data transform encoding volume renderingsoftware visualization organic information visualization software development history and evolutionstreamlines vector fields viewdependentspatiotemporal visualization proximity linked views principal component analysis temporal trajectories movement patternstransfer functions ambient occlusion volume rendering interactive classificationanomaly detection graph drawing information visualization network securityvisualization process visualization models scientific and information visualization collaboration xml information visualization graph layout space filling curvesvolume compression compressed volume rendering transform coding hardwareaccelerated volume renderingscatterplot overdraw reduction sampling visual abstractionspeadsheets user interfaces knowledge representation scientific visualization visualization systems volume renderinguncertainty visualization uncertainty quantification uncertainty propagation error ellipsoids uncertainty fusioncomputed tomography feature extraction hardwareacceleration rendering image processing interactive visualization nondestructive testing and evaluation scientific visualization surface modeling user interface volume renderingvolume compression lossless compression floatingpoint compressionuncertainty data transformations principal component analysis model fittingvolume visualization deferred interaction imagebased rendering volume distortion camera information visualization text visualization network visualization  internet stability homeland securitynarrative visualizationstorytellingannotationscomic strip visualizationtimevarying datainformation visualization user interaction evaluation user studies science museums informal learning environmentsanimation visual perception particle systems scientific visualization volume renderinginformation visualization mpi profiling scalabilityprogressive visualization errorbased frame control interactive volume raycastinggraph visualizationgraph layoutaestheticsmachine learninggraph kernelgraphletglobal illumination lighting design volume rendering tone mappingprivacy preserving visualizationutility aware anonymizationsyntactic anonymitydifferential privacyvolume deformation curvecentricreformation comparative visualization radial raycastingfeature extraction and tracking particle data volume data particle trajectories flow visualizationgraph privacykanonymitystructural featuresprivacy preservationuncertainty visualization verifiable visualization volume renderingdimensionality reductioncontrastive learningprincipal component analysishighdimensional datavisual analyticsgraphics hardware haloed lines illuminated lines interactive visualization magnetic field plasma physics tokamakdimensionality reductionprincipal component analysisstreaming datauncertaintyvisual analyticsflow visualization multifield visualization focuscontext visualization coordinated linked viewspredictive modeling visual analytics epidemic visualization spatialtemporal systemscamera motion planning volume rendering visualization animationgraphnetworkvisualizationlayoutmachine learningdeep learningneural networkgenerative modelautoencodersupercomputingparallel communicationsperformance analysisvisual analyticscommunication visualizationbioinformatic visualizationeducationlearninggenome evolutionchromosomeuser studyinformation visualizationprogressive analyticsvisualization softwaregpu computingdata explorationintelligence analysis coordinated and multiple views timevarying data geographicgeospatial visualizationvolume visualizationdirect volume renderingdeclarative specificationmultivariatemultimodal volume dataanimationmuseumsinformal science learninginteractive exhibitpublic data visualizationdecodingvisual encodingvisual analyticsinteractive visualizationmachine learningtoolkitsdeclarative specificationmultivariate timeseriestensordata cubedimensionality reductioninterpretabilityvisual analyticsdynamic networksgraph visualizationanimationmental mapuser studymultirobot systemshumansubjects qualitative studiesdebuggingi38 computer graphicsapplicationsnarrative visualizationstorytellinganimationevaluationuser studiesinformal learning environmentsdimensionality reductiondiscriminant analysiscontrastive learningcomparative analysisinterpretabilityvisual analyticscontrastive learningnetwork representation learninginterpretabilitynetwork comparisonvisual analytics
441,visual analytics eye tracking movement data trajectory analysisdynamic graph visualization graph splatting software visualization software evolutionhierarchy visualization nodelink layout eye tracking user studyradial visualization user study visual memoryeye tracking timedependent data spatiotemporal visualizationvisual searchlaboratory studyeye trackingmap visualization
442,visual analytics eye tracking movement data trajectory analysisdynamic graph visualization graph splatting software visualization software evolutioninteractive visualizationmachine learningvisual analyticsdimensionality reductionhierarchy visualization nodelink layout eye tracking user studyscatterplot histogram continuous frequency plot interpolationparallel coordinates integrating spatial and nonspatial data visualization multivariate visualization interpolationeyetracking spacetime cube dynamic areas of interest spatiotemporal clustering motioncompensated heat mapeye tracking timedependent data spatiotemporal visualizationvisualization glyph uncertainty unsteady flowvisual analytics of documents bibliographic data dissemination literature browservideo visualization volume visualization flow visualization human factors user study visual signatures video processing optical flow gpu renderingimage compositing perceptual transparency color blending volume rendering illustrative visualizationvolume rendering transfer function signal processing fourier transform adaptive samplingoverlapping community visualization fuzzy clustering graph visualization uncertainty visualizationeye trackingvisual analyticsvideo visualizationuncertainty visualizationhierarchy visualizationtreemapstree layoutcircle packingcontoursdirect volume rendering volume illumination ambient scattering preintegrated light transport gradientfree shadinguncertainty visualizationgraph layoutgraph visualizationedge bundlingmonte carlo methoddirect volume rendering interval volume isosurface ray casting preintegration scaleinvariant opacityvisual searchlaboratory studyeye trackingmap visualizationdirect volume rendering volume illumination soft shadows filtered shadows summed area tablevideo visualization adaptive fastforward controlled laboratory user studyastronomical visualization distributed volume reconstruction direct volume renderingpoincare transformation aberration of light doppler effect illumination searchlight effect special relativity gpu ray tracingnonlinear dot plotstatistical graphicssweep algorithmlayoutcode qualityinteractive documentsnatural language generationsparklineshighdimensional data visualizationdimensionality reductionlocal linear subspacesuser interactionaspect ratioimagebased methodfederers coarea formuladensity fieldanisotropic kernel density estimationuncertaintydimensionality reductionprincipal component analysislinear projectionmachine learningevent sequence datacausality analysisvisual analyticsspacefilling curvescomparative visualizationensemble visualizationmultivariate visualization
450,seed placement streamline critical point voronoi diagram poisson disk distributionunsteady flow variable speed animation jitter texture mapping comparative visualization
451,seed placement streamline critical point voronoi diagram poisson disk distributionunsteady flow variable speed animation jitter texture mapping comparative visualizationstreamlines flow guided feature based filtering critical points variable templatesuncertainty probability density function geostatistics conditional simulation data assimilation
