id,keywords
2739,vector field data clustering feature classification highdimensional data user interactiongenealogy pedigree htreeverification vv isosurface extraction marching cubesvisualization of inertial dynamicsnbody systemsmagnetismaccelerationmedical data visualizationvisual analytics applicationtime series datamultimodal databrachial plexus injuriestopological data analysiscomputational topologyhighdimensional dataprojection
2740,large categorical data contingency table analysis information interfaces and representation visual analyticscomparative visualization smallmultiple displays trellis displays categorical datacomparative visualization focuscontext visualization image set comparisoncomposite visualization hierarchical clustering illustrative parallel coordinates radial trees 3d shape analysis3d xray computed tomography carbon fiber reinforced polymers porosity parameter space analysis mobjectscardiac visualization coronary artery territories myocardial perfusioninteractive modelingpopulationbiological datainteractive visualizationprotein tunnel molecular dynamics aggregation interactionreformation volume rendering surface approximationvisual analysis comparative visualization 3d data exploration focuscontext mesh comparisondomainspecific languages volume visualization volume visualization frameworkbiological visualizationremote renderingpublic disseminationnanonanotechnologyassemblymultiscaleabstractiondnaorigamiscaleadaptive modificationdisaster management simulation control decision making visual evidence storytellingdata transformation and representation gpus and multicore architectures volume renderingemergencydisaster management interaction design uncertainty visualization sketchbased steering ensemble simulation steering integrated visualization system flood managementlabelingmultiscale datamultiinstance datamultiscale visualizationscale transitionabstractionhuman genomednahic datageographic  geospatial visualizationremote sensing geologydigital outcrop analysisintegration of spatial and nonspatial data visualization
2741,digitally reconstructed radiographs volume rendering mesh deformation statistical shape and intensity models image registration gpu acceleration
2742,digitally reconstructed radiographs volume rendering mesh deformation statistical shape and intensity models image registration gpu acceleration
2743,digitally reconstructed radiographs volume rendering mesh deformation statistical shape and intensity models image registration gpu acceleration
2744,computational topology morsesmale complex data analysismolecular chemistry topological data analysis morsesmale complex join treenumerical optimization topology scalar fields
2745,information visualization text visualization sparklines glyphs design space wordscale visualizationspersonal visualizationpersonal visual analyticspersonal informaticsinterview methods
2746,data videonarrative visualizationdata storytellingauthoring toolsvisualization systems
2747,data videonarrative visualizationdata storytellingauthoring toolsvisualization systems
2748,data cubesdata modelingdimensionality reductioninteractive visualization
2749,data cubesdata modelingdimensionality reductioninteractive visualization
2750,data cubesdata modelingdimensionality reductioninteractive visualization
2751,ensemble visualizationuncertainty visualizationmeteorological visualizationisocontourstimevarying dataclustering
2752,ensemble visualizationuncertainty visualizationmeteorological visualizationisocontourstimevarying dataclusteringuncertainty visualizationensemble visualizationclusteringmeteorologymeteorologyweather forecastjetstreamfeature detectioncorrelationclusteringtrackingensemble visualizationmeteorologyatmospheric frontsfeature detection
2753,tree boostingmodel analysistemporal confusion matrixtree visualization
2754,tree boostingmodel analysistemporal confusion matrixtree visualization
2755,tree boostingmodel analysistemporal confusion matrixtree visualizationlabeled data debuggingtrusted itemtsne
2756,event detection spatiotemporal data time series analysis scalable visualization geovisualization
2757,event detection spatiotemporal data time series analysis scalable visualization geovisualization
2758,event detection spatiotemporal data time series analysis scalable visualization geovisualization
2763,algebraic multigrid multiscale visualization flow visualizationtriangular and tetrahedral grid refinement multiresolution isosurface extraction levelofdetail
2764,algebraic multigrid multiscale visualization flow visualization
2765,large data outofcoremethods remote visualization multiresolution visualizationtimevarying data visualization visualization over networks multiresolution visualization
2766,large data outofcoremethods remote visualization multiresolution visualization3d texture based volume rendering adaptive mesh refinement data cave applications data visualization
2769,browsing distortion hierarchy navigation focuscontext drilldown spacefilling visualization treemap semantic zooming
2770,browsing distortion hierarchy navigation focuscontext drilldown spacefilling visualization treemap semantic zooming
2771,medical visualization sinus surgery operation planning virtual endoscopy volume rendering
2772,medical visualization sinus surgery operation planning virtual endoscopy volume rendering
2773,medical visualization sinus surgery operation planning virtual endoscopy volume rendering
2774,curvature descriptors npr stylized rendering shape matchingmolecular surfaces molecular visualization surfaces textures cartographic labelingsurface labeling computational cartography text authoring annotation
2775,curvature descriptors npr stylized rendering shape matching
2776,text analyticsvisual analyticsword embeddingtext summarizationtext classificationconcepts
2777,text analyticsvisual analyticsword embeddingtext summarizationtext classificationconcepts
2778,natural languageinteractionlanguage pragmaticsvisual analyticsambiguityfeedbackvisualization search enginevisualization designsearch user interfaces
2779,natural languageinteractionlanguage pragmaticsvisual analyticsambiguityfeedbackgraphical perception bar chartslinguistics natural language processing semantics color names categorical color google ngrams wordnet xkcdvisualizationempirical studies in visualizationhumancentered computinginteraction paradigmsnatural language interfacescomparisonperceptionvisual groupingbar chartsrecommendation systemsnatural language interaction
2780,natural languageinteractionlanguage pragmaticsvisual analyticsambiguityfeedback
2781,interpretable machine learningrandom forestsrandom forest visualizationvisual analyticsskyline queryskyline visualizationmultidimensional datavisual analyticsmulticriteria decision making
2782,interpretable machine learningrandom forestsrandom forest visualizationvisual analyticsskyline queryskyline visualizationmultidimensional datavisual analyticsmulticriteria decision making
2783,uncertainty visualizationhypothetical outcome plotspsychometric functionsuncertainty visualizationuser studysubjective confidenceprobability distributionuncertainty visualizationgraphical perceptiondata cognitionmultiverse analysisstatistical analysisanalytic decisionsreproducibilitycausal inferencevisualizationcontingency tablesdata cognition
2784,uncertainty visualizationhypothetical outcome plotspsychometric functions
2792,temporal bone dissection
2793,temporal bone dissection
2794,temporal bone dissection
2795,temporal bone dissection
2796,radial basis functions ultrasound isosurface 3d freehand ultrasound direct surface extraction unstructured data
2797,radial basis functions ultrasound isosurface 3d freehand ultrasound direct surface extraction unstructured data
2798,radial basis functions ultrasound isosurface 3d freehand ultrasound direct surface extraction unstructured data
2799,rendering algorithms visibility occlusion culling
2800,rendering algorithms visibility occlusion culling
2801,animation visual perception particle systems scientific visualization volume rendering
2802,multivolume visualization constructive solid geometry shading display algorithms
2803,multivolume visualization constructive solid geometry shading display algorithms
2804,multivolume visualization constructive solid geometry shading display algorithmsinformation visualizationtext analysisuser interfacesvisual analyticsargumentation visualizationglyphbased techniquestext and document datatreebased visualizationcoordinated and multiple viewsclose and distant reading
2805,spatiotemporal visualization time series data video visualization sensor analytics imagevideo analytics
2806,spatiotemporal visualization time series data video visualization sensor analytics imagevideo analytics
2807,spatiotemporal visualization time series data video visualization sensor analytics imagevideo analytics
2808,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2809,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2810,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2811,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2812,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2813,topology statistics data analysis data exploration visualization in physical sciences and engineering multivariate data
2814,radiofrequency ablation ablation zone visualization distance field volume rendering gpu interaction
2815,radiofrequency ablation ablation zone visualization distance field volume rendering gpu interaction
2816,radiofrequency ablation ablation zone visualization distance field volume rendering gpu interaction
2817,radiofrequency ablation ablation zone visualization distance field volume rendering gpu interaction
2818,visual knowledge discovery sports analytics tennis visualizationvisual analyticssimilarity measure selectionrelevance feedbackactive learningselforganizing mapsvisual analyticstennis analysissports analyticsspatiotemporal analysis
2819,bayesian reasoning visualization spatial ability individual differenceshistoryvisualizationinteraction
2820,bayesian reasoning visualization spatial ability individual differences
2821,bayesian reasoning visualization spatial ability individual differences
2822,bayesian reasoning visualization spatial ability individual differences
2823,bayesian reasoning visualization spatial ability individual differencesdesign studiestask and requirement analysispresentationproductionand disseminationmedical visualization
2824,visual abstractionhuman mobilityorigindestinationflow maprepresentation learningvisual ambiguity visualization nodelink diagram graph layout graph visualizationgraph samplinggraph visualizationnodelink diagramgraph samplinggraph representation learningblue noise samplinggraph evaluationvisual abstractionspatial autocorrelationsamplinggeospatial analysis
2825,visual abstractionhuman mobilityorigindestinationflow maprepresentation learning
2826,visual abstractionhuman mobilityorigindestinationflow maprepresentation learning
2827,visual abstractionhuman mobilityorigindestinationflow maprepresentation learningevaluationmultidimensional visualizationfuzzy clusteringparallel coordinate plotscatterplot matrixprincipal component analysisradvizradio monitoring and managementradio signal dataradio spectrum datasituation awarenessvisual analyticsevaluationscatterplotgeometric scalingbiasperceptual consistencyaggregate queryvisual querylargescale data visualizationrtreesummed area tablehashinggraph samplinggraph visualizationnodelink diagramgraph samplinggraph representation learningblue noise samplinggraph evaluationvisual abstractionspatial autocorrelationsamplinggeospatial analysisvisualizationvisual analyticsblockchaincryptocurrencyinteractive interface
2828,visual abstractionhuman mobilityorigindestinationflow maprepresentation learning
2829,visual abstractionhuman mobilityorigindestinationflow maprepresentation learning
2830,uncertainty visualizationuser studysubjective confidenceprobability distribution
2831,mobile visualization visual analytics emergency response
2832,mobile visualization visual analytics emergency response
2833,mobile visualization visual analytics emergency response
2839,visual analytics correlative analysis
2131,visualization multiresolution wavelets orthogonalitywavelets nonregular triangulationscompression visualizationtriangular meshes visual continuity arbitrary topology visualization
2844,unsteady vector field pathlines streakline advection texture hardware opengl
2845,lighting design scientific illustration inconsistent lighting light placement silhouette enhancement proximity shadows
2846,lighting design scientific illustration inconsistent lighting light placement silhouette enhancement proximity shadows
108,lighting design scientific illustration inconsistent lighting light placement silhouette enhancement proximity shadows
2847,clusterbased visualization sortlast rendering parallel image compositingvolume rendering isosurfaces unstructured grids combinatorial topology
2848,clusterbased visualization sortlast rendering parallel image compositing
2849,clusterbased visualization sortlast rendering parallel image compositing
2851,temporal visualization timedependent attributes spatial data multiattribute visualization resource allocation
2852,temporal visualization timedependent attributes spatial data multiattribute visualization resource allocation
2853,medical visualization virtual colonoscopy polyp detection line of curvature implicit surface
2854,medical visualization virtual colonoscopy polyp detection line of curvature implicit surface
2855,medical visualization virtual colonoscopy polyp detection line of curvature implicit surface
2856,medical visualization virtual colonoscopy polyp detection line of curvature implicit surface
2857,geospatial data shape transformation cartogram pixel visualization
2858,geospatial data shape transformation cartogram pixel visualizationvisual analytics process provenance collaboration visualization computersupported cooperative work
2859,interpolation isosurface astronomy cosmology
2860,interpolation isosurface astronomy cosmology
2861,interpolation isosurface astronomy cosmology
2862,scientific visualization 3d interaction tangible interaction microscopy visualization
2863,scientific visualization 3d interaction tangible interaction microscopy visualization
2864,scientific visualization 3d interaction tangible interaction microscopy visualizationvisualization design multivariate art sketch color map glyphdesign studies focus  context techniques integrating spatial and nonspatial data visualization visual design biomedical and medical visualization
2865,scientific visualization 3d interaction tangible interaction microscopy visualization
2866,scientific visualization 3d interaction tangible interaction microscopy visualizationdesign simulation direct manipulation multitouchvisualization design multivariate art sketch color map glyphvisual parameter space analysisensemble visualizationsemantic interactiondirect manipulationshock physicsvisualization designart and visualizationdata physicalizationmultivariate visualization
2867,multidimensional data tabular data relational data mdmv highdimensional data database visualization database overview parallel coordinates scatterplot matrix user interfaces business intelligence
2868,multidimensional data tabular data relational data mdmv highdimensional data database visualization database overview parallel coordinates scatterplot matrix user interfaces business intelligencecollaboration awareness attentionally ambient visualization brushing and linking linked views user study
2869,microblog data mutual reinforcement model uncertainty modeling uncertainty visualization uncertainty propagation
2870,microblog data mutual reinforcement model uncertainty modeling uncertainty visualization uncertainty propagation
2871,microblog data mutual reinforcement model uncertainty modeling uncertainty visualization uncertainty propagation
2872,visual analytics text analytics wikipediavisual text analysis user interface social media demographic analysisvisual analyticsanchoring effectsense makingcognitive biasinteraction log analysissocial media analysisevent detection and analysisvisual analytics
2873,visual analytics text analytics wikipedia
2874,visual analytics text analytics wikipedia
2875,data sciencevisualizationvisual analyticscontextual inquirysemistructured interviewsdesign studyevaluationeconomic analysisimmersive analyticsolfactionsmellscentolfactory displayimmersive analyticsimmersion
2876,collaborationsensemakinghandoffhandoverstructured externalizationsinteractive visual analysisclinical diagnosis differential hierarchy comparison ontology genomics phenomics phenotypeexternalization userauthored annotationexploratory sequential data analysisgraphbased visualizationdevelopmental disorderhuman phenotype ontology hpophenotypestopic modelstopology simplificationcrosssectional cohort analysisphenotypeshuman phenotype ontology hpo
2877,collaborationsensemakinghandoffhandoverstructured externalizationsinteractive visual analysisclinical diagnosis differential hierarchy comparison ontology genomics phenomics phenotypeexternalization userauthored annotationexploratory sequential data analysisgraphbased visualizationdevelopmental disorderhuman phenotype ontology hpophenotypestopic modelstopology simplificationcrosssectional cohort analysisphenotypeshuman phenotype ontology hpo
2878,word cloudstag cloudstext visualizationkeyword summariesexploratory text analysisknowledge discoverytext visualizationvisual analyticsemail investigationemail forensics
1544,volume rendering presence acceleration runlength encoding projection template multiresolution volumes interactive classification parallel processing
349,volume rendering presence acceleration runlength encoding projection template multiresolution volumes interactive classification parallel processing
2886,volumetric modeling inverse rendering volume rendering volume reconstruction planetary nebulae
2887,volumetric modeling inverse rendering volume rendering volume reconstruction planetary nebulae
2888,3d reconstruction contours level sets
2889,3d reconstruction contours level setssegmentation visualization level set models 3d reconstructionlarge volumetric data tetrahedral meshes realtime visualization pointbased rendering constructive solid geometry
2894,information visualization 3d user interfaces spreadsheets intercell dependencies liftingup operation natto view
2895,information visualization 3d user interfaces spreadsheets intercell dependencies liftingup operation natto view
2896,information visualization 3d user interfaces spreadsheets intercell dependencies liftingup operation natto view
2897,virtual prototyping assemblymaintenance simulation visual cues glyph light contact proximity force
2898,virtual prototyping assemblymaintenance simulation visual cues glyph light contact proximity force
2899,virtual prototyping assemblymaintenance simulation visual cues glyph light contact proximity force
2900,virtual prototyping assemblymaintenance simulation visual cues glyph light contact proximity force
2901,cluster detection analysis molecular dynamics visualization timedependent scattered data glyph visualization outofcore techniques evolution graph vievisualization in physical sciences and engineering glyphbased techniques timevarying data pointbased datapoincare transformation aberration of light doppler effect illumination searchlight effect special relativity gpu ray tracing
2902,cluster detection analysis molecular dynamics visualization timedependent scattered data glyph visualization outofcore techniques evolution graph vievisualization in physical sciences and engineering glyphbased techniques timevarying data pointbased datamolecular visualizationmapscartographydata aggregationdimensionality reductionspacetime cubemultiresolution techniquespointbased dataglyphbased techniquesscalability issuesmolecular visualizationlargescale particle datasubpixel occlusion cullingsupersamplingantialiasingcoverageprobabilistic methods
2903,cluster detection analysis molecular dynamics visualization timedependent scattered data glyph visualization outofcore techniques evolution graph vie
2904,volume rendering shadows ambient occlusion gpu raycasting exponential extinction
2905,volume rendering shadows ambient occlusion gpu raycasting exponential extinction
2906,human computation human complexity theory framework
2907,connectomics neuroscience data abstraction multitrees focuscontextempty space skippingvolume renderingsegmented volume datahybrid imageobjectorder approachesconnectomicsneurosciencedata abstractioninteractive 3d visualizationhierarchical cullingsegmented volume databloom filtervolume renderingspatial queries
2908,multidimensional data temporal event sequences electronic health recordsmultidimensional datahybrid visualization
2909,multidimensional data temporal event sequences electronic health records
2910,multidimensional data temporal event sequences electronic health records
2918,shapeplending interpolation shape reconstruction radial basis functions
2921,imagebased modeling and renderingtexture mapping acceleration techniques multiresolution level of detail terrain rendering virtual reality virtual environmentsvolume rendering high dynamic range focuscontext techniques user interfaces transfer function design nonlinear magnification
1848,imagebased modeling and renderingtexture mapping acceleration techniques multiresolution level of detail terrain rendering virtual reality virtual environmentsvolume rendering splatting direct volume rendering resampling reconstruction antialiasing perspective projectionmodeling and simulation scientific visualization computational steering inverse steering virtual reality
2922,imagebased modeling and renderingtexture mapping acceleration techniques multiresolution level of detail terrain rendering virtual reality virtual environmentsmodeling and simulation scientific visualization computational steering inverse steering virtual reality
2923,stress strain shear symmetric tensors antisymmetric tensors anisotropic tensors hyperstreamlines lic symmetric tensors anisotropy animation direct volume rendering
2924,flow visualization feature extraction line placement
2925,large data visualization distributed storage logistical networking visibility culling volume rendering multiresolution rendering
2926,large data visualization distributed storage logistical networking visibility culling volume rendering multiresolution rendering
2927,large data visualization distributed storage logistical networking visibility culling volume rendering multiresolution rendering
2929,volume rendering transfer function signal processing fourier transform adaptive sampling
2930,document visualization multiresolution analysis local fitting
2931,document visualization multiresolution analysis local fitting
2932,interactive visual analysis multidimensional multivariate data visualization categorical data visualization interactive visualization focuscontext visualization multiple coordinated viewsvisual analytics fluorescence microscopy toponomics protein interaction graph visualizationseismic visualization volume deformation exploded views seismic interpretation
2933,gigapixel viewer biomedical image processing gpu texture compression
2934,gigapixel viewer biomedical image processing gpu texture compression
2935,gigapixel viewer biomedical image processing gpu texture compression
2936,gigapixel viewer biomedical image processing gpu texture compression
2937,gigapixel viewer biomedical image processing gpu texture compression
2938,visualization in physical sciences and engineering time series data coordinated multiple views
2939,visualization in physical sciences and engineering time series data coordinated multiple views
2940,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2941,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2942,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2943,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2944,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2945,visualization system geographicgeospatial visualization terrain visualization tangible user interface collaborative visualization humancomputer interaction
2946,human terrain analysis provenance framework bookmarks narratives
2947,human terrain analysis provenance framework bookmarks narratives
2948,human terrain analysis provenance framework bookmarks narrativessensemaking analytic provenance transcription coding qualitative research timeline visualizationvisual analytics sensemaking dataframe mode evaluation reasoning analysis interaction interface design
2949,human terrain analysis provenance framework bookmarks narratives
2950,molecular chemistry topological data analysis morsesmale complex join tree
2951,molecular chemistry topological data analysis morsesmale complex join tree
2952,molecular chemistry topological data analysis morsesmale complex join tree
2953,materials science morsesmale topology delaunay computational geometry
2954,materials science morsesmale topology delaunay computational geometryray tracing visualization particle data kd treessupercomputingparallel communicationsperformance analysisvisual analyticscommunication visualization
2955,materials science morsesmale topology delaunay computational geometry
2956,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosisinteractive visual analysis epidemiology spine
2957,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosisglyph design comparative visualization diffusion tensor fieldinteractive visual analysis epidemiology spinemedical visualization aneurysms blood flow wall thickness illustrative visualizationatlassurgical planningmedical visualizationaneurysm ivus wall thickness wall shear stress brushing and linking focus  contextfeature filteringfeature extractionheritage preservationfrangi filtersurface analysismedical visualizationsaneurysmsblood flowwall thicknesswall deformationprojectionsmedical visualizationsaneurysmsblood flowparametrizationmitral valvequantificationmedical visualizationparameterizationspatiotemporal visualizationmedical visualizationbioinformaticscoordinated viewsfocus and contextbiomechanical simulation
2958,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosismedical visualization aneurysms blood flow wall thickness illustrative visualizationaneurysm ivus wall thickness wall shear stress brushing and linking focus  context
2959,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosis
2960,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosisinteractive visual analysis epidemiology spine
2961,interactive visual analysis regression analysis heat map epidemiology breast cancer hepatic steatosisinteractive visual analysis epidemiology spine
2962,visual analyticsinteractionvisual cluster analysisquality metricsguidanceselforganizing mapstime series
2963,web visualization mobile visualization analytic reasoning law enforcement multiple views
2964,web visualization mobile visualization analytic reasoning law enforcement multiple viewsmixedinitiative visual analytics task modeling recommender systems sensemaking
2965,web visualization mobile visualization analytic reasoning law enforcement multiple views
2966,web visualization mobile visualization analytic reasoning law enforcement multiple views
2967,web visualization mobile visualization analytic reasoning law enforcement multiple views
2968,web visualization mobile visualization analytic reasoning law enforcement multiple views
2969,web visualization mobile visualization analytic reasoning law enforcement multiple views
2970,web visualization mobile visualization analytic reasoning law enforcement multiple views
2973,volume rendering splatting direct volume rendering resampling reconstruction antialiasing perspective projection
2974,volume modelling and rendering medical applications cerebral blood vessel
2975,volume modelling and rendering medical applications cerebral blood vessel
2976,volume modelling and rendering medical applications cerebral blood vessel
2977,computational fluid dynamics feature detection flow visualization multivariate visualization brushinglarge scale visualization scientific visualization interactive visualization demanddriven evaluation lazy evaluation interpreted systems python
2978,3d ultrasound direct volume rendering transfer function
2979,3d ultrasound direct volume rendering transfer function
2980,3d ultrasound direct volume rendering transfer function
2981, interactive volume rendering multiresolution meshes levelofdetail tetrahedral meshes
2982,volume rendering global illumination dust nebulaastronomy
2983,volume rendering global illumination dust nebulaastronomyfocuscontext information visualization real time rendering progressive rendering
2984,volume rendering global illumination dust nebulaastronomy
2767,focuscontext visualization information visualization fisheye views formal methods theory
2768,focuscontext visualization information visualization fisheye views formal methods theory
2988,raytracing isosurface gpu parallel computing volume visualization
2989,raytracing isosurface gpu parallel computing volume visualization
2990,design simulation direct manipulation multitouch
2991,design simulation direct manipulation multitouch
2992,design simulation direct manipulation multitouch
2993,uncertainty visualizationensemble visualizationclusteringmeteorologycorrelationclusteringtrackingensemble visualization
2994,uncertainty visualizationensemble visualizationclusteringmeteorology
2995,uncertainty visualizationensemble visualizationclusteringmeteorology
2996,uncertainty visualizationensemble visualizationclusteringmeteorologycorrelationclusteringtrackingensemble visualization
2997,visual knowledge representationvisual knowledge discoverydata clusteringtime series dataillustrative visualizationprogression analysisvisual analysisevent sequence dataevent sequence datacausality analysisvisual analyticsfreytags pyramidnarrative structurenarrative visualizationdata storytellingdata video
2998,visual knowledge representationvisual knowledge discoverydata clusteringtime series dataillustrative visualizationfact sheetinfographicvisualizationand automated designalgorithm evaluationensemble analysisanomaly detectionvisual analysismultidimensional datacloud computinganomaly detectionmultidimensional dataperformance visualizationvisual analytics
2999,visual knowledge representationvisual knowledge discoverydata clusteringtime series dataillustrative visualization
3000,visual knowledge representationvisual knowledge discoverydata clusteringtime series dataillustrative visualizationprogression analysisvisual analysisevent sequence data
3001,embodiment distributed cognition large and highresolution display sensemaking spacecollaborative visualization text and document data intelligence analysissensemaking visual analytics physical navigation embodiment large and highresolution displaysvisual text analyticssensemakingcrowdsourcing
357,flow visualization multiresolutionvisualization design meteorology weather forecastingvisualization data fusion user tasks graphics design meteorology weather forecasting demographics energy demand predictionvisualization meteorology worldwideweb
3002,sports visualization virtual environment telepresence realtime video analysis multicamera tracking multimedia indexing
3003,sports visualization virtual environment telepresence realtime video analysis multicamera tracking multimedia indexing
3004,sports visualization virtual environment telepresence realtime video analysis multicamera tracking multimedia indexing
3005,uncertainty visualization molecular conformation analysis molecular modeling drug design
3006,uncertainty visualization molecular conformation analysis molecular modeling drug design
1368,level set isosurface orbit group action marching cubes separating surfaces geometric substitution substitopeconformal cortical features human brain flat map interaction mri neuroscience surface
3007,level set isosurface orbit group action marching cubes separating surfaces geometric substitution substitope
37,computer systems visualization visualization systems superscalar processorsinformation visualization system architecture semantic metadata data transformations design tradeoffs
3008,computer systems visualization visualization systems superscalar processors
3009,computer systems visualization visualization systems superscalar processors
3010,graph visualization graph navigation metrics clustering
3011,graph visualization graph navigation metrics clustering
3014,graph label placement dynamic animation graph visualization information visualization
1227,graph label placement dynamic animation graph visualization information visualization
3015,interactive large higherorder tetrahedral volume visualization pointbased visualizationpixelexact visualization pixel shaders spacetime finite elements discontinuous galerkin methods
3016,car navigation systems nonperspective projection occlusionfree animation visual perception temporal coherencecontour trees manifold learning timevarying volumes highdimensional data analysissingular fibers fiber topology mathematical visualization design study
3017,car navigation systems nonperspective projection occlusionfree animation visual perception temporal coherence
3018,car navigation systems nonperspective projection occlusionfree animation visual perception temporal coherence
3019,car navigation systems nonperspective projection occlusionfree animation visual perception temporal coherence
3020,vector field visualization higherorder singularities line integral convolution gpu
3021,vector field visualization higherorder singularities line integral convolution gpu
3022,vector field visualization higherorder singularities line integral convolution gpu
3023,vector field visualization higherorder singularities line integral convolution gpularge volumes volume roaming outofcore hierarchical caching distributed shared memory hardwareaccelerated volume visualization graphics hardware parallel rendering graphics cluster
3024,volume visualization volume rendering participating media lattice fcc lattice sampling multiple scattering gpu
3025,volume visualization volume rendering participating media lattice fcc lattice sampling multiple scattering gpu
3026,dot plots parallel coordinate plots multidimensional data densitybased visualizationrandom projections highdimensional datascagnostics scatterplot matrix transformation highdimensional visual analytics
3027,dot plots parallel coordinate plots multidimensional data densitybased visualizationoutliersanomaliesrandom projections highdimensional datascagnostics scatterplot matrix transformation highdimensional visual analytics
3028,multimodal data volume visualization surface similarity
3029,picking volume rendering wysiwyg
3030,picking volume rendering wysiwyg
3031,overlapping community visualization fuzzy clustering graph visualization uncertainty visualization
3032,sensemaking analytic provenance transcription coding qualitative research timeline visualization
3033,sensemaking analytic provenance transcription coding qualitative research timeline visualizationvisual analytics sensemaking dataframe mode evaluation reasoning analysis interaction interface design
3034,sensemaking analytic provenance transcription coding qualitative research timeline visualization
3035,immersive analytics3d visualizationdynamic queriesbimanual interactionmultidimensional data
3036,visual analytics visualization reasoning process 
3037,visual analytics visualization reasoning process 
3038,visual analytics visualization reasoning process 
3039,visual analytics investigative analysis cognitive model framework roadblock qualitative experiment
3045,mesh simplification multi resolution levelofdetail unstructured meshesmesh simplification multi resolution levelofdetail unstructured meshes
3046,mesh simplification multi resolution levelofdetail unstructured meshesmesh simplification multi resolution levelofdetail unstructured meshes
3047,lattice boltzmann model gpu visualization
3048,lattice boltzmann model gpu visualization
3053,visualization system and toolkit design scalability issues user interfaces zooming and navigation techniques
152,visualization system and toolkit design scalability issues user interfaces zooming and navigation techniques
153,visualization system and toolkit design scalability issues user interfaces zooming and navigation techniquessurface characterization interactive inspection cultural heritage mesh parameterization image processing
3054,gaussian process uncertainty interpolation
3055,gaussian process uncertainty interpolation
3056,search results mental map voronoi treemaps dynamic graph layout multidimensional scaling edge bundlinguncertainty visualizationgraph layoutgraph visualizationedge bundlingmonte carlo method
3057,visual to parametric interaction visual analytics statistical models
3058,visual to parametric interaction visual analytics statistical modelsvisual analytics semantic interaction sensemaking text analyticshumancentered computingvisualizationempirical studies in visualizationhumancentered computingvisualizationvisual analytics
3059,dynamic networks visualization supergraph clustering
3060,dynamic networks visualization supergraph clustering
3064,health display algorithms animations 4d visualization mri dynamic spect direct volume rendering isosurface glyph
3065,health display algorithms animations 4d visualization mri dynamic spect direct volume rendering isosurface glyph
3066,health display algorithms animations 4d visualization mri dynamic spect direct volume rendering isosurface glyphvisualization 2d3d combination display user study experiment eyegaze analysis
3067,virtual endoscopy ray casting isosurfacing pituitary surgery
3068,virtual endoscopy ray casting isosurfacing pituitary surgery
3069,virtual endoscopy ray casting isosurfacing pituitary surgery
3070,virtual endoscopy ray casting isosurfacing pituitary surgery
3071,separating surface trisectors wedges symmetric tensors hyperstreamlines degenerate tensors tensor topology topological line
3072,volume illustration examplebased rendering wang cubes texture synthesis color transfer
3073,dynamic query slider histogram usability study information visualization multidimensional visualization
3074,morphable model shape space barycentric coordinates design space
3075,morphable model shape space barycentric coordinates design space
3076,morphable model shape space barycentric coordinates design space
3077,morphable model shape space barycentric coordinates design space
3078,morphable model shape space barycentric coordinates design space
3079,vessel visualization plaque growth multipath cpr vessel flattening
3080,vessel visualization plaque growth multipath cpr vessel flattening
3081,vessel visualization plaque growth multipath cpr vessel flattening
3082,information visualization mpi profiling scalability
3083,confined magnetic fusion magnetic field visualization poincare map periodic magnetic fieldlines recurrent patternspoincare map dynamical systems topology chaos areapreserving maps invariant manifolds
3084,confined magnetic fusion magnetic field visualization poincare map periodic magnetic fieldlines recurrent patternsaasymmetric tensor fields vector fields glyph packing hyperstreamline placement viewdependentunsteady flowcorrelation studymutual informationhexahedral meshbase complexsheet decompositioncomplexity analysisflow visualizationtaylorcouette turbulencecoherent structures
3085,confined magnetic fusion magnetic field visualization poincare map periodic magnetic fieldlines recurrent patterns
3086,confined magnetic fusion magnetic field visualization poincare map periodic magnetic fieldlines recurrent patterns
3087,confined magnetic fusion magnetic field visualization poincare map periodic magnetic fieldlines recurrent patterns
3088,concrete scale scale cognition visual comparison graphic composition visual notation
3089,online health communities visual analytics conversation analysis thread visualization healthcare design study
